NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TYMS	1	7298	
RGPD1	1	400966	
RGPD4	1	285190	
TYMP	1	1890	
BEGAIN	1	57596	
RGPD3	1	653489	
TCEAL8	1	90843	
TCEAL7	1	56849	
CFAP298	1	56683	
TCEAL6	1	158931	
TCEAL5	1	340543	
C6orf62	1	81688	
TCEAL4	1	79921	
TCEAL3	1	85012	
EMC1	1	23065	
TCEAL2	1	140597	
TCEAL1	1	9338	
EMC2	1	9694	
SUSD4	1	55061	
EMC3	1	55831	
EMC4	1	51234	
SUSD3	1	203328	
FAM47E	1	100129583	
SUSD6	1	9766	
EMC6	1	83460	
SUSD5	1	26032	
EMC7	1	56851	
EMC8	1	10328	
EMC9	1	51016	
TCEAL9	1	51186	
SVIL	1	6840	
NFYA	1	4800	
NFYB	1	4801	
SUSD2	1	56241	
NFYC	1	4802	
SUSD1	1	64420	
C6orf58	1	352999	
SVIP	1	258010	
SLURP1	1	57152	
SPCS3	1	60559	
SPCS2	1	9789	
GSTA5	1	221357	
SPCS1	1	28972	
GSTA4	1	2941	
GSTA3	1	2940	
C6orf52	1	347744	
LRRN4CL	1	221091	
QPCT	1	25797	
GSTA2	1	2939	
GSTA1	1	2938	
AC026461.4	1	644314	
MEGF8	1	1954	
SIPA1	1	6494	
MEGF9	1	1955	
SPPL2C	1	162540	
SPPL2B	1	56928	
SPPL2A	1	84888	
ROGDI	1	79641	
PMCH	1	5367	
CLEC18C	1	283971	
CLEC18B	1	497190	
CLEC18A	1	348174	
OR5H14	1	403273	
PAIP2B	1	400961	
EME1	1	146956	
CSKMT	1	751071	
EME2	1	197342	
C3orf62	1	375341	
FPGT	1	8790	
FPGS	1	2356	
GBAP1	1	2630	
POSTN	1	10631	
TRPC4AP	1	26133	
EMCN	1	51705	
C3orf70	1	285382	
SPECC1L	1	23384	
MYADM	1	91663	
TIMELESS	1	8914	
NUPR1	1	26471	
PMEL	1	6490	
ISYNA1	1	51477	
GSTCD	1	79807	
CLEC16A	1	23274	
PMF1	1	11243	
AL450447.1	1	100129307	
RSKR	1	124923	
CAMSAP1	1	157922	
CAMSAP2	1	23271	
EMG1	1	10436	
NPC1L1	1	29881	
TASOR	1	23272	
TASP1	1	55617	
AMELX	1	265	
AMELY	1	266	
PNPT1	1	87178	
CLEC17A	1	388512	
SLC66A1L	1	152078	
CAMSAP3	1	57662	
DIAPH1	1	1729	
DAP	1	1611	
DIAPH2	1	1730	
DAO	1	1610	
DIAPH3	1	81624	
PXMP2	1	5827	
PXMP4	1	11264	
SKIV2L	1	6499	
COLGALT2	1	23127	
CGB7	1	94027	
CGB5	1	93659	
CGAS	1	115004	
C3orf22	1	152065	
CGB3	1	1082	
DBI	1	1622	
CLEC14A	1	161198	
C3orf20	1	84077	
CGB2	1	114336	
DBH	1	1621	
CGB1	1	114335	
DBP	1	1628	
AL117329.1	1	284930	
NTMT1	1	28989	
DBT	1	1629	
COLGALT1	1	79709	
STPG1	1	90529	
C3orf38	1	285237	
STPG2	1	285555	
SVOP	1	55530	
DCD	1	117159	
DCC	1	1630	
STPG4	1	285051	
C3orf33	1	285315	
OXSR1	1	9943	
C3orf36	1	80111	
DCK	1	1633	
DCN	1	1634	
C1QTNF9B	1	387911	
C3orf35	1	339883	
SLC25A51P4	1	494141	
ZAP70	1	7535	
CFAP221	1	200373	
DCT	1	1638	
SLC25A51P1	1	442229	
DCX	1	1641	
DNASE2	1	1777	
DNASE1	1	1773	
DTHD1	1	401124	
DDC	1	1644	
C3orf49	1	132200	
CLEC12A	1	160364	
CLEC12B	1	387837	
CFAP206	1	154313	
DDO	1	8528	
DDN	1	23109	
PDE11A	1	50940	
SNORA18	1	677805	
DDT	1	1652	
SNORA19	1	641451	
RPS6KC1	1	26750	
TYW1	1	55253	
PDSS2	1	57107	
PDSS1	1	23590	
SNORA12	1	677800	
ATXN8OS	1	6315	
SNORA10	1	574042	
ATP13A1	1	57130	
C3orf52	1	79669	
DEK	1	7913	
C3orf56	1	285311	
DES	1	1674	
PDE10A	1	10846	
RPS6KB1	1	6198	
RPS6KB2	1	6199	
ATP13A4	1	84239	
ATP13A5	1	344905	
ATP13A2	1	23400	
ATP13A3	1	79572	
MDC1	1	9656	
SNORA40	1	677822	
NEXMIF	1	340533	
SNORA3B	1	677826	
SCAMP5	1	192683	
IL4I1	1	259307	
LACTB	1	114294	
SCAMP4	1	113178	
CYP2D7	1	1564	
CYP2D6	1	1565	
IGLON5	1	402665	
SNORA32	1	692063	
SNORA33	1	594839	
SNORA31	1	677814	
TYW5	1	129450	
TYW3	1	127253	
NGDN	1	25983	
FIBCD1	1	84929	
SCAMP1	1	9522	
EML1	1	2009	
HSPG2	1	3339	
SCAMP3	1	10067	
EML2	1	24139	
SCAMP2	1	10066	
EML3	1	256364	
EML4	1	27436	
EML5	1	161436	
AR	1	367	
EML6	1	400954	
SNORA29	1	677812	
PRKAR1B	1	5575	
PRKAR1A	1	5573	
SNORA27	1	619499	
SNORA28	1	677811	
SNORA25	1	684959	
SNORA26	1	677810	
CYP2E1	1	1571	
RBCK1	1	10616	
SNORA24	1	677809	
SNORA21	1	619505	
NGEF	1	25791	
CGGBP1	1	8545	
GRID2IP	1	392862	
SNORA20	1	677806	
SNORA61	1	677838	
SNORA60	1	677837	
DHH	1	50846	
ACTL7A	1	10881	
ACTL7B	1	10880	
SHOX2	1	6474	
FPR1	1	2357	
FPR3	1	2359	
FPR2	1	2358	
AAAS	1	8086	
SNORA5B	1	677795	
C2CD4D-AS1	1	100132111	
C2	1	717	
C3	1	718	
DYNC2LI1	1	51626	
GRIN2A	1	2903	
C5	1	727	
CYP2B6	1	1555	
HSPH1	1	10808	
C6	1	729	
C7	1	730	
PRKAR2B	1	5577	
AC092338.2	1	440346	
C9	1	735	
PRKAR2A	1	5576	
SNORA58	1	677836	
SNORA57	1	692158	
RSU1	1	6251	
LEMD1-DT	1	284577	
SNORA52	1	619565	
EXPH5	1	23086	
GLYATL3	1	389396	
NGFR	1	4804	
GLYATL2	1	219970	
GLYATL1	1	92292	
PMM1	1	5372	
PMM2	1	5373	
GRIN2C	1	2905	
CP	1	1356	
GRIN2B	1	2904	
GRIN2D	1	2906	
CS	1	1431	
CYP2C9	1	1559	
CYP2C8	1	1558	
GRIN3B	1	116444	
GRIN3A	1	116443	
SNORA48	1	652965	
SNORA44	1	677825	
LACRT	1	90070	
SNORA41	1	619569	
LAD1	1	3898	
SNORA81	1	677847	
LRSAM1	1	90678	
RPLP1	1	6176	
QPRT	1	23475	
RPLP0	1	6175	
ECSIT	1	51295	
AACS	1	65985	
NIPBL	1	25836	
SNORA7A	1	619563	
RPLP2	1	6181	
SNORA78	1	677844	
SNORA77	1	677843	
APPL2	1	55198	
DIO3OS	1	64150	
APPL1	1	26060	
SNORA72	1	26775	
SNORA70	1	26778	
CCDC162P	1	221262	
ACTL6B	1	51412	
ACTL6A	1	86	
SIRT4	1	23409	
NIPA1	1	123606	
SIRT5	1	23408	
EMP1	1	2012	
SIRT6	1	51548	
EMP2	1	2013	
NIPA2	1	81614	
SIRT7	1	51547	
EMP3	1	2014	
F2	1	2147	
SIRT1	1	23411	
F3	1	2152	
SIRT2	1	22933	
ELAPOR2	1	222223	
FAHD2A	1	51011	
FAHD2B	1	151313	
SIRT3	1	23410	
ELAPOR1	1	57535	
F5	1	2153	
F7	1	2155	
F8	1	2157	
BDH2	1	56898	
F9	1	2158	
BDH1	1	622	
CDC42EP5	1	148170	
CDC42EP4	1	23580	
TGIF2LX	1	90316	
CDC42EP3	1	10602	
TGIF2LY	1	90655	
CDC42EP2	1	10435	
CDC42EP1	1	11135	
PICK1	1	9463	
PMP2	1	5375	
SNORA67	1	26781	
SNORA68	1	26780	
DLD	1	1738	
SNORA66	1	26782	
SNORA63	1	6043	
MDFI	1	4188	
SNORA64	1	26784	
DPY19L1P1	1	100129460	
FH	1	2271	
CCNDBP1	1	23582	
MYCT1	1	80177	
HLA-DMA	1	3108	
HLA-DMB	1	3109	
PMS2	1	5395	
DMD	1	1756	
CSMD3	1	114788	
GC	1	2638	
CYP2F1	1	1572	
CSMD2	1	114784	
CSMD1	1	64478	
PMS1	1	5378	
GK	1	2710	
GSX1	1	219409	
MDH1	1	4190	
AADAT	1	51166	
MDH2	1	4191	
GSX2	1	170825	
RPL31P11	1	641311	
TTLL7	1	79739	
TTLL6	1	284076	
TTLL5	1	23093	
TTLL4	1	9654	
AADAC	1	13	
TTLL3	1	26140	
TTLL2	1	83887	
TTLL1	1	25809	
RIMBP2	1	23504	
RIMBP3	1	85376	
GGT3P	1	2679	
TTLL9	1	164395	
TTLL8	1	164714	
HDDC2	1	51020	
FAM13B	1	51306	
UBE2D4	1	51619	
FAM13C	1	220965	
UBE2D2	1	7322	
FAM13A	1	10144	
UBE2D3	1	7323	
HP	1	3240	
UBE2D1	1	7321	
PTPRVP	1	148713	
HR	1	55806	
HDDC3	1	374659	
HPGDS	1	27306	
PABPC4L	1	132430	
PMPCB	1	9512	
PMPCA	1	23203	
HLA-DOA	1	3111	
HLA-DOB	1	3112	
LAG3	1	3902	
IK	1	3550	
UBE2E3	1	10477	
VPS33A	1	65082	
VPS33B	1	26276	
UBE2E1	1	7324	
UBE2E2	1	7325	
EMSY	1	56946	
NSMAF	1	8439	
FBLIM1	1	54751	
ECSCR	1	641700	
DPT	1	1805	
TNFRSF11B	1	4982	
NTPCR	1	84284	
TNFRSF11A	1	8792	
SOCS2	1	8835	
IGLV2-11	1	28816	
SOCS3	1	9021	
SOCS1	1	8651	
PMVK	1	10654	
IGLV2-18	1	28814	
SOCS6	1	9306	
SOCS7	1	30837	
MDN1	1	23195	
SOCS4	1	122809	
SOCS5	1	9655	
COL28A1	1	340267	
KL	1	9365	
DR1	1	1810	
BRPF1	1	7862	
BDNF	1	627	
BRPF3	1	27154	
GFPT2	1	9945	
GFPT1	1	2673	
TNFRSF10C	1	8794	
TNFRSF10B	1	8795	
BCDIN3D	1	144233	
TNFRSF10A	1	8797	
KY	1	339855	
TNFRSF10D	1	8793	
ZC3HC1	1	51530	
TFCP2	1	7024	
IGLV2-23	1	28813	
AAK1	1	22848	
ANXA2P1	1	303	
MDM2	1	4193	
HLA-DRA	1	3122	
ANXA2P3	1	305	
MDM4	1	4194	
ANXA2P2	1	304	
MYD88	1	4615	
MDM1	1	56890	
DRAXIN	1	374946	
ST6GALNAC1	1	55808	
ST6GALNAC2	1	10610	
SH2D4A	1	63898	
SH2D4B	1	387694	
GGT8P	1	645367	
ATRAID	1	51374	
MRPL4	1	51073	
MRPL3	1	11222	
NGRN	1	51335	
MAGOH2P	1	100506898	
MRPL2	1	51069	
MRPL1	1	65008	
MB	1	4151	
DSE	1	29940	
DGCR8	1	54487	
DGCR6	1	8214	
MRPL9	1	65005	
DGCR5	3	26220:26222:25787	
MDP1	1	145553	
SPG11	1	80208	
EID2B	1	126272	
SLFN12L	1	100506736	
DGCR2	1	9993	
DSP	1	1832	
PTCRA	1	171558	
EMX1	1	2016	
EMX2	1	2018	
DST	1	667	
SH2D3A	1	10045	
SH2D3C	1	10044	
VPS37C	1	55048	
VPS37D	1	155382	
VPS37A	1	137492	
RAD23A	1	5886	
VPS37B	1	79720	
RAD23B	1	5887	
CYP2A7	1	1549	
CYP2A6	1	1548	
IL1RAPL2	1	26280	
IL1RAPL1	1	11141	
BDP1	1	55814	
ST6GALNAC3	1	256435	
ST6GALNAC4	1	27090	
DTL	1	51514	
ST6GALNAC5	1	81849	
ST6GALNAC6	1	30815	
RNFT2	1	84900	
SLC47A2	1	146802	
COL15A1	1	1306	
SLC47A1	1	55244	
HSD17B14	1	51171	
HSD17B13	1	345275	
HSD17B12	1	51144	
HSD17B11	1	51170	
HSD17B10	1	3028	
RNFT1	1	51136	
CECR2	1	27443	
CECR3	1	27442	
SLITRK2	1	84631	
PTPRZ1	1	5803	
SLITRK1	1	114798	
CECR7	1	100130418	
SLITRK4	1	139065	
SLITRK3	1	22865	
SLITRK6	1	84189	
SLITRK5	1	26050	
C1orf229	1	388759	
AAMP	1	14	
C1orf226	1	400793	
LINGO2	1	158038	
LINGO1	1	84894	
DUT	1	1854	
LINGO4	1	339398	
LINGO3	1	645191	
BAIAP2	1	10458	
AC090155.2	1	100507464	
BAIAP3	1	8938	
PC	1	5091	
VIPAS39	1	63894	
PABPC1L	1	80336	
MDGA2	1	161357	
MDGA1	1	266727	
SPG21	1	51324	
VPS35L	1	57020	
DHFR2	1	200895	
RETREG3	1	162427	
C1orf210	1	149466	
RGSL1	1	353299	
RTCA	1	8634	
RTCB	1	51493	
TXNDC11	1	51061	
UBE2L6	1	9246	
TXNDC12	1	51060	
TXNDC15	1	79770	
TXNDC16	1	57544	
TXNDC17	1	84817	
UBE2L3	1	7332	
SLC34A2	1	10568	
ENTPD1	1	953	
ENTPD2	1	954	
C1orf220	1	400798	
ENTPD3	1	956	
ENTPD4	1	9583	
SLC34A1	1	6569	
ENTPD5	1	957	
ENTPD6	1	955	
ENTPD7	1	57089	
ENTPD8	1	377841	
TIMD4	1	91937	
VWA5B2	1	90113	
VWA5B1	1	127731	
ASRGL1	1	80150	
MDS2	1	259283	
OR5E1P	1	26343	
DXO	1	1797	
LAP3	1	51056	
AL441992.1	1	100506100	
C1orf216	1	127703	
EPHA10	1	284656	
RTF2	1	51507	
RTF1	1	23168	
MST1R	1	4486	
AARD	1	441376	
UBE2J2	1	118424	
MST1L	1	11223	
OSGEP	1	55644	
ERC2-IT1	1	711	
UBE2J1	1	51465	
SPATA5L1	1	79029	
SI	1	6476	
SWI5	1	375757	
DYM	1	54808	
AAR2	1	25980	
NSMCE1-DT	1	400512	
BCAR3-AS1	1	100129046	
WAPL	1	23063	
KLHL30-AS1	1	394261	
TF	1	7018	
TG	1	7038	
TH	1	7054	
HDHD5-AS1	1	100130717	
RETREG2	1	79137	
RETREG1	1	54463	
PCSK2	1	5126	
PCSK1	1	5122	
TNFRSF13B	1	23495	
SLC7A14	1	57709	
AATK	1	9625	
PCSK9	1	255738	
SLC7A13	1	157724	
TNFRSF13C	1	115650	
SLC7A11	1	23657	
PCSK7	1	9159	
WASL	1	8976	
SLC7A10	1	56301	
PCSK6	1	5046	
IER3IP1	1	51124	
AATF	1	26574	
PCSK5	1	5125	
CLYBL	1	171425	
PCSK4	1	54760	
GNGT1	1	2792	
MYDGF	1	56005	
IMMP2L	1	83943	
GNGT2	1	2793	
HYAL1	1	3373	
HYAL2	1	8692	
HYAL3	1	8372	
ENC1	1	8507	
HYAL4	1	23553	
FAM170B	1	170370	
FAM170A	1	340069	
COL5A1-AS1	1	414316	
L3HYPDH	1	112849	
AASS	1	10157	
TNFRSF12A	1	51330	
MRPS2	1	51116	
MRPS7	1	51081	
MRPS6	1	64968	
MRPS5	1	64969	
ENAH	1	55740	
LAT2	1	7462	
IMMP1L	1	196294	
MRPS9	1	64965	
ENAM	1	10117	
G2E3	1	55632	
PNCK	1	139728	
GREB1L	1	80000	
IGHMBP2	1	3508	
FAAP24	1	91442	
NEDD9	1	4739	
CRIP2	1	1397	
NEDD8	1	4738	
CRIP3	1	401262	
CRIP1	1	1396	
FAAP20	1	199990	
OR4H12P	1	161271	
ARVCF	1	421	
ALS2CL	1	259173	
FAM172A	1	83989	
PLEKHG4B	1	153478	
SCAND1	1	51282	
NPDC1	1	56654	
ZNRD1ASP	1	80862	
YIPF1	1	54432	
GNL3LP1	1	80060	
YIPF2	1	78992	
YIPF3	1	25844	
YIPF4	1	84272	
MIR99AHG	1	388815	
YIPF5	1	81555	
HUWE1	1	10075	
CRIPT	1	9419	
KLK13	1	26085	
KLK14	1	43847	
KLK15	1	55554	
UBE2G1	1	7326	
UBE2G2	1	7327	
KLK10	1	5655	
KLK11	1	11012	
XG	1	7499	
KLK12	1	43849	
NEDD1	1	121441	
XK	1	7504	
GRIK1-AS1	1	642976	
THEMIS2	1	9473	
GLB1L	1	79411	
NEDD4	1	4734	
YIPF6	1	286451	
YIPF7	1	285525	
FAM171B	1	165215	
RTL1	1	388015	
SH3GL3	1	6457	
RTKN	1	6242	
BCCIP	1	56647	
RTL9	1	57529	
RTL6	1	84247	
OGDHL	1	55753	
RTL4	1	340595	
CFAP300	1	85016	
RTL5	1	340526	
FAM174C	1	55009	
C11orf1	1	64776	
FAM174B	1	400451	
FAM174A	1	345757	
ATP11AUN	1	400165	
PAMR1	1	25891	
SH3GL2	1	6456	
SH3GL1	1	6455	
LAX1	1	54900	
DKC1	1	1736	
UBE2V2	1	7336	
UBE2V1	1	7335	
RTN2	1	6253	
KRT19P2	1	160313	
RTN3	1	10313	
RTN1	1	6252	
CHAT	1	1103	
RTN4	1	57142	
HCAR2	1	338442	
ENHO	1	375704	
HCAR3	1	8843	
TRGC1	1	445347	
EBP	1	10682	
HCAR1	1	27198	
CHAD	1	1101	
TRGC2	1	6967	
ECD	1	11319	
CRIM1	1	51232	
SSPOP	1	23145	
LAYN	1	143903	
AC019080.1	1	100130691	
PHOX2B	1	8929	
PHOX2A	1	401	
PGM5P2	1	595135	
STT3A	1	3703	
STT3B	1	201595	
ACTL10	1	170487	
RTP4	1	64108	
RTP5	1	285093	
RTP2	1	344892	
EDA	1	1896	
RTP3	1	83597	
CHD9	1	80205	
RTP1	1	132112	
CHD7	1	55636	
CHD6	1	84181	
CHD5	1	26038	
CHD4	1	1108	
CHD3	1	1107	
CHD2	1	1106	
MEA1	1	4201	
CHD1	1	1105	
PIDD1	1	55367	
FAM178B	1	51252	
UBE2Q1	1	55585	
UBE2Q2	1	92912	
EED	1	8726	
RFPL1	1	5988	
RFPL2	1	10739	
RFPL3	1	10738	
DARS2	1	55157	
VTRNA1-1	1	56664	
CIP2A	1	57650	
DARS1	1	1615	
FAM177B	1	400823	
UBE2R2	1	54926	
CHDH	1	55349	
VTRNA1-3	1	56662	
FAM153CP	1	653316	
PNKP	1	11284	
TGFBRAP1	1	9392	
ACVR1B	1	91	
EFS	1	10278	
UBE2NL	1	389898	
MDH1B	1	130752	
CHGA	1	1113	
EGF	1	1950	
SWT1	1	54823	
LRWD1	1	222229	
ACVR2B	1	93	
ACVR2A	1	92	
CHFR	1	55743	
PNKD	1	25953	
INAFM1	1	255783	
ACIN1	1	22985	
PNMT	1	5409	
RPL30	1	6156	
EHF	1	26298	
DPY19L2P3	1	442524	
RPL32	1	6161	
TMEM200B	1	399474	
DPY19L2P4	1	442523	
TMEM200A	1	114801	
RPL31	1	6160	
DPY19L2P1	1	554236	
RPL34	1	6164	
TMEM200C	1	645369	
DPY19L2P2	1	349152	
ABAT	1	18	
MICOS13	1	125988	
ENO1	1	2023	
MICOS10	1	440574	
ABCA12	1	26154	
ENO2	1	2026	
ABCA13	1	154664	
ENO3	1	2027	
ENO4	1	387712	
GPR174	1	84636	
ASB9P1	1	728619	
GPR173	1	54328	
RNF112	1	7732	
GPR176	1	11245	
RNF115	1	27246	
RNF114	1	55905	
GPR171	1	29909	
RPL36	1	25873	
RPL35	1	11224	
CYP1B1	1	1545	
ADNP2	1	22850	
RTTN	1	25914	
RPL38	1	6169	
RPL37	1	6167	
ANKS1A	1	23294	
RPL39	1	6170	
ADGRE4P	1	326342	
RNF111	1	54778	
CHGB	1	1114	
GPR179	1	440435	
ANKS1B	1	56899	
MED1	1	5469	
CHIA	1	27159	
MECR	1	51102	
RPL21	1	6144	
RPL23	1	9349	
RPL22	1	6146	
MED8	1	112950	
MED9	1	55090	
AP003733.3	1	399900	
AARSD1	1	80755	
MED4	1	29079	
DKK1	1	22943	
MED6	1	10001	
DKK2	1	27123	
MED7	1	9443	
DKK3	1	27122	
CPED1	1	79974	
DKK4	1	27121	
GPR162	1	27239	
RNF123	1	63891	
ABCA10	1	10349	
RNF126	1	55658	
RNF125	1	54941	
RNF128	1	79589	
GPR161	1	23432	
GPR160	1	26996	
RPL24	1	6152	
SNORA74B	1	677841	
RPL27	1	6155	
RPL26	1	6154	
RPL29	1	6159	
ANKK1	1	255239	
RPL28	1	6158	
ALG10B	1	144245	
GPLD1	1	2822	
RNF122	1	79845	
RNF121	1	55298	
MEG3	1	55384	
OSER1	1	51526	
VPS26C	1	10311	
VPS26A	1	9559	
VPS26B	1	112936	
MEFV	1	4210	
MEG8	1	79104	
OCSTAMP	1	128506	
PNPO	1	55163	
RPL41	1	6171	
CHKB	1	1120	
CHKA	1	1119	
PNO1	1	56902	
SLC16A12	1	387700	
PRRC2C	1	23215	
SLC16A11	1	162515	
SLC16A10	1	117247	
PRRC2B	1	84726	
SLC16A14	1	151473	
GPR137B	1	7107	
RPL3L	1	6123	
GPR137C	1	283554	
PRRC2A	1	7916	
SLC16A13	1	201232	
CPEB1	1	64506	
RNF103	1	7844	
GPR180	1	160897	
GPR183	1	1880	
GPR182	1	11318	
CYP1A2	1	1544	
PNOC	1	5368	
CYP1A1	1	1543	
CPEB3	1	22849	
CPEB2	1	132864	
CPEB4	1	80315	
FRMPD2B	1	728798	
SPEF2	1	79925	
SPEF1	1	25876	
ELL	1	8178	
MEI1	1	150365	
ELN	1	2006	
VSIG10L	1	147645	
ZCWPW2	1	152098	
RNF157	1	114804	
ZCWPW1	1	55063	
GPR132	1	29933	
ZAR1L	1	646799	
CHL1	1	10752	
ENSA	1	2029	
GPR137	1	56834	
RNF151	1	146310	
GPR139	1	124274	
RNF150	1	57484	
EMB	1	133418	
KRT8P12	1	90133	
RNF152	1	220441	
EMD	1	2010	
GPR135	1	64582	
ZC3H10	1	84872	
AL353625.1	1	729603	
EN2	1	2020	
EN1	1	2019	
RNF168	1	165918	
RNF167	1	26001	
GCFC2	1	6936	
SNORA70F	1	100337591	
AFTPH	1	54812	
RNF169	1	254225	
RNF166	1	115992	
CCDC90B	1	60492	
PCYOX1	1	51449	
RNF165	1	494470	
ENG	1	2022	
RPL10	1	6134	
RPL12	1	6136	
RPL11	1	6135	
RNF135	1	84282	
GPR152	1	390212	
SNORA71E	1	677821	
GPR151	1	134391	
GPR153	1	387509	
RNF139	1	11236	
RNF138	1	51444	
GPR150	1	285601	
CHN2	1	1124	
CHN1	1	1123	
RPL14	1	9045	
RPL13	1	6137	
CHML	1	1122	
RPL15	1	6138	
GPR156	1	165829	
RPL18	1	6141	
SNORA71A	1	26777	
GPR155	1	151556	
RPL17	1	6139	
RNF130	1	55819	
SNORA71B	1	26776	
GPR158	1	57512	
RNF133	1	168433	
GPR157	1	80045	
RPL19	1	6143	
TIMMDC1	1	51300	
F10	1	2159	
F12	1	2161	
F11	1	2160	
MYBPH	1	4608	
NMNAT3	1	349565	
NMNAT2	1	23057	
GPR141	1	353345	
RNF146	1	81847	
RNF145	1	153830	
RNF148	1	378925	
GPR143	1	4935	
GPR142	1	350383	
ABI2	1	10152	
NMNAT1	1	64802	
RNF149	1	284996	
ABI3	1	51225	
ABI1	1	10006	
MSRB2	1	22921	
GPR149	1	344758	
GPR148	1	344561	
MSRB3	1	253827	
ANKS4B	1	257629	
RNF141	1	50862	
GPR146	1	115330	
MSRB1	1	51734	
COL16A1	1	1307	
CHPF	1	79586	
EPO	1	2056	
FAM25A	1	643161	
HJURP	1	55355	
RNF19B	1	127544	
SERTM2	1	401613	
EPX	1	8288	
SERTM1	1	400120	
RNF19A	1	25897	
CHP2	1	63928	
AC105942.1	1	729970	
CHP1	1	11261	
MEN1	1	4221	
RNF43	1	54894	
RNF44	1	22838	
FAM24B	1	196792	
F2R	1	2149	
RNF40	1	9810	
RNF41	1	10193	
MELK	1	9833	
NHP2	1	55651	
GAPDHS	1	26330	
ERF	1	2077	
ERH	1	2079	
ERG	1	2078	
IQCA1	1	79781	
FAM27B	1	100133121	
ENY2	1	56943	
ABHD4	1	63874	
GPR119	1	139760	
ABHD3	1	171586	
ABHD2	1	11057	
RNF180	1	285671	
ABHD1	1	84696	
ABHD8	1	79575	
CHRD	1	8646	
ABHD6	1	57406	
ABHD5	1	51099	
MACROH2A2	1	55506	
MACROH2A1	1	9555	
STRA8	1	346673	
OARD1	1	221443	
TBXA2R	1	6915	
ESD	1	2098	
ABL1	1	25	
PPIAL4A	1	653505	
ABL2	1	27	
RNF170	1	81790	
RNF175	1	285533	
PPIAL4G	1	644591	
STRA6	1	64220	
GPR108	1	56927	
TVP23A	1	780776	
TVP23B	1	51030	
TVP23C	1	201158	
PALB2	1	79728	
RNF182	1	221687	
TDRD12	1	91646	
RNF181	1	51255	
GPR107	1	57720	
TDRD10	1	126668	
RNF183	1	138065	
GPR101	1	83550	
RNF186	1	54546	
RNF185	1	91445	
RNF187	1	149603	
RNF10	1	9921	
RNF11	1	26994	
CALCOCO1	1	57658	
SFT2D3	1	84826	
RNF13	1	11342	
CALCOCO2	1	10241	
RNF14	1	9604	
ADRA1D	1	146	
TREM2	1	54209	
ADRA1B	1	147	
ADRA1A	1	148	
TREM1	1	54210	
RPL7A	1	6130	
PTBP1	1	5725	
FKBP9P1	1	360132	
DNMT3L	1	29947	
DNMT3B	1	1789	
RNF17	1	56163	
IQCB1	1	9657	
OR7E87P	1	8586	
PDCD6IP	1	10015	
CHUK	1	1147	
DNMT3A	1	1788	
MEPE	1	56955	
ELSPBP1	1	64100	
KCNAB1	1	7881	
KCNAB2	1	8514	
KCNAB3	1	9196	
ADRA2C	1	152	
RANGAP1	1	5905	
ADRA2B	1	151	
PTBP2	1	58155	
COASY	1	80347	
ADRA2A	1	150	
PTBP3	1	9991	
EVC	1	2121	
IL3RA	1	3563	
SPEM2	1	201243	
EVL	1	51466	
SPEM1	1	374768	
SFT2D2	1	375035	
SFT2D1	1	113402	
SSX2IP	1	117178	
CX3CR1	1	1524	
RNF31	1	55072	
RNF32	1	140545	
SMARCD1	1	6602	
SMARCD2	1	6603	
RNF34	1	80196	
SMARCD3	1	6604	
WBP1	1	23559	
WBP2	1	23558	
WBP4	1	11193	
RNF38	1	152006	
ITLN1	1	55600	
ITLN2	1	142683	
MESD	1	23184	
MROH1	1	727957	
PUF60	1	22827	
RBBP4	1	5928	
RBBP5	1	5929	
ANKAR	1	150709	
MROH9	1	80133	
RNF39	1	80352	
RBBP8	1	5932	
RBBP9	1	10741	
MROH8	1	140699	
MROH7	1	374977	
RBBP6	1	5930	
MROH6	1	642475	
RBBP7	1	5931	
MEST	1	4232	
FDXACB1	1	91893	
RNF20	1	56254	
SMARCE1	1	6605	
RNF24	1	11237	
RNF25	1	64320	
RNF26	1	79102	
PNRC1	1	10957	
PNRC2	1	55629	
SNORD114-26	1	767606	
RPL13AP3	1	645683	
RPL13AP6	1	644511	
RPL13AP5	1	728658	
TRMT61A	1	115708	
TRMT61B	1	55006	
BET1	1	10282	
SLC46A3	1	283537	
SLC46A1	1	113235	
SLC46A2	1	57864	
GEMIN8P4	1	492303	
ABRA	1	137735	
GOLGA2	1	2801	
GOLGA3	1	2802	
GOLGA4	1	2803	
GOLGA5	1	9950	
GOLGA1	1	2800	
OR4C1P	1	26242	
GOLGA7	1	51125	
AC005000.1	1	728825	
EYS	1	346007	
MCCC2	1	64087	
ABT1	1	29777	
IQCF6	1	440956	
IQCF3	1	401067	
RRP7BP	1	91695	
MCCC1	1	56922	
MTUS1	1	57509	
MTUS2	1	23281	
IQCF1	1	132141	
OVOL1	1	5017	
IQCF2	1	389123	
MTURN	1	222166	
OVOL3	1	728361	
OVOL2	1	58495	
AFG3L2	1	10939	
COX7A2L	1	9167	
MRRFP1	1	286423	
AKAP9	1	10142	
OR4C12	1	283093	
GUF1	1	60558	
OR4C11	1	219429	
RELCH	1	57614	
ANKRA2	1	57763	
EZR	1	7430	
OR4C16	1	219428	
OR4C15	1	81309	
AC046134.2	1	100507291	
OR4C13	1	283092	
BEX4	1	56271	
GPM6A	1	2823	
BEX3	1	27018	
C17orf102	1	400591	
BEX2	1	84707	
BEX1	1	55859	
TSHZ3	1	57616	
