"","x"
"19919","SPDYE7P"
"19920","SPDYE8P"
"19921","SPECC1"
"19922","SPECC1L"
"19923","SPEF1"
"19924","SPEF2"
"19925","SPEG"
"19926","SPEM1"
"19927","SPEN"
"19928","SPERT"
"19929","SPESP1"
"19930","SPG11"
"19931","SPG20"
"19932","SPG21"
"19933","SPG7"
"19934","SPHAR"
"19935","SPHK1"
"19936","SPHK2"
"19937","SPHKAP"
"19938","SPI1"
"19939","SPIB"
"19940","SPIC"
"19941","SPICE1"
"19942","SPIN1"
"19943","SPIN2A"
"19944","SPIN2B"
"19945","SPIN3"
"19946","SPIN4"
"19947","SPINK1"
"19948","SPINK13"
"19949","SPINK14"
"19950","SPINK2"
"19951","SPINK4"
"19952","SPINK5"
"19953","SPINK6"
"19954","SPINK7"
"19955","SPINK8"
"19956","SPINLW1"
"19957","SPINT1"
"19958","SPINT2"
"19959","SPINT3"
"19960","SPINT4"
"19961","SPIRE1"
"19962","SPIRE2"
"19963","SPN"
"19964","SPNS1"
"19965","SPNS2"
"19966","SPNS3"
"19967","SPO11"
"19968","SPOCD1"
"19969","SPOCK1"
"19970","SPOCK2"
"19971","SPOCK3"
"19972","SPON1"
"19973","SPON2"
"19974","SPOP"
"19975","SPOPL"
"19976","SPP1"
"19977","SPP2"
"19978","SPPL2A"
"19979","SPPL2B"
"19980","SPPL3"
"19981","SPR"
"19982","SPRED1"
"19983","SPRED2"
"19984","SPRED3"
"19985","SPRN"
"19986","SPRNP1"
"19987","SPRR1A"
"19988","SPRR1B"
"19989","SPRR2A"
"19990","SPRR2B"
"19991","SPRR2C"
"19992","SPRR2D"
"19993","SPRR2E"
"19994","SPRR2F"
"19995","SPRR2G"
"19996","SPRR3"
"19997","SPRR4"
"19998","SPRY1"
"19999","SPRY2"
"20000","SPRY3"
"20001","SPRY4"
"20002","SPRYD3"
"20003","SPRYD4"
"20004","SPRYD5"
"20005","SPRYD5P"
"20006","SPSB1"
"20007","SPSB2"
"20008","SPSB3"
"20009","SPSB4"
"20010","SPTA1"
"20011","SPTAN1"
"20012","SPTB"
"20013","SPTBN1"
"20014","SPTBN2"
"20015","SPTBN4"
"20016","SPTBN5"
"20017","SPTLC1"
"20018","SPTLC2"
"20019","SPTLC3"
"20020","SPTY2D1"
"20021","SPZ1"
"20022","SQLE"
"20023","SQRDL"
"20024","SQSTM1"
"20025","SR140"
"20026","SRA1"
"20027","SRBD1"
"20028","SRC"
"20029","SRCAP"
"20030","SRCIN1"
"20031","SRCRB4D"
"20032","SRD5A1"
"20033","SRD5A1P1"
"20034","SRD5A2"
"20035","SRD5A3"
"20036","SREBF1"
"20037","SREBF2"
"20038","SREK1"
"20039","SREK1IP1"
"20040","SRF"
"20041","SRFBP1"
"20042","SRGAP1"
"20043","SRGAP2"
"20044","SRGAP2P1"
"20045","SRGAP2P2"
"20046","SRGAP3"
"20047","SRGN"
"20048","SRI"
"20049","SRL"
"20050","SRM"
"20051","SRMS"
"20052","SRP14"
"20053","SRP19"
"20054","SRP54"
"20055","SRP68"
"20056","SRP72"
"20057","SRP9"
"20058","SRPK1"
"20059","SRPK2"
"20060","SRPK3"
"20061","SRPR"
"20062","SRPRB"
"20063","SRPX"
"20064","SRPX2"
"20065","SRR"
"20066","SRRD"
"20067","SRRM1"
"20068","SRRM2"
"20069","SRRM3"
"20070","SRRM4"
"20071","SRRM5"
"20072","SRRT"
"20073","SRSF1"
"20074","SRSF10"
"20075","SRSF11"
"20076","SRSF12"
"20077","SRSF2"
"20078","SRSF2IP"
"20079","SRSF3"
"20080","SRSF4"
"20081","SRSF5"
"20082","SRSF6"
"20083","SRSF7"
"20084","SRSF8"
"20085","SRSF9"
"20086","SRXN1"
"20087","SRY"
"20088","SS18"
"20089","SS18L1"
"20090","SS18L2"
"20091","SSB"
"20092","SSBP1"
"20093","SSBP2"
"20094","SSBP3"
"20095","SSBP4"
"20096","SSC5D"
"20097","SSFA2"
"20098","SSH1"
"20099","SSH2"
"20100","SSH3"
"20101","SSNA1"
"20102","SSPN"
"20103","SSPO"
"20104","SSR1"
"20105","SSR2"
"20106","SSR3"
"20107","SSR4"
"20108","SSRP1"
"20109","SSSCA1"
"20110","SST"
"20111","SSTR1"
"20112","SSTR2"
"20113","SSTR3"
"20114","SSTR4"
"20115","SSTR5"
"20116","SSU72"
"20117","SSX1"
"20118","SSX2"
"20119","SSX2IP"
"20120","SSX3"
"20121","SSX4"
"20122","SSX5"
"20123","SSX6"
"20124","SSX7"
"20125","SSX8"
"20126","SSX9"
"20127","ST13"
"20128","ST13P4"
"20129","ST13P5"
"20130","ST14"
"20131","ST18"
"20132","ST20"
"20133","ST3GAL1"
"20134","ST3GAL2"
"20135","ST3GAL3"
"20136","ST3GAL4"
"20137","ST3GAL5"
"20138","ST3GAL6"
"20139","ST5"
"20140","ST6GAL1"
"20141","ST6GAL2"
"20142","ST6GALNAC1"
"20143","ST6GALNAC2"
"20144","ST6GALNAC3"
"20145","ST6GALNAC4"
"20146","ST6GALNAC5"
"20147","ST6GALNAC6"
"20148","ST7"
"20149","ST7L"
"20150","ST7OT1"
"20151","ST7OT2"
"20152","ST7OT3"
"20153","ST7OT4"
"20154","ST8SIA1"
"20155","ST8SIA2"
"20156","ST8SIA3"
"20157","ST8SIA4"
"20158","ST8SIA5"
"20159","ST8SIA6"
"20160","STAB1"
"20161","STAB2"
"20162","STAC"
"20163","STAC2"
"20164","STAC3"
"20165","STAG1"
"20166","STAG2"
"20167","STAG3"
"20168","STAG3L1"
"20169","STAG3L2"
"20170","STAG3L3"
"20171","STAG3L4"
"20172","STAM"
"20173","STAM2"
"20174","STAMBP"
"20175","STAMBPL1"
"20176","STAP1"
"20177","STAP2"
"20178","STAR"
"20179","STARD10"
"20180","STARD13"
"20181","STARD3"
"20182","STARD3NL"
"20183","STARD4"
"20184","STARD5"
"20185","STARD6"
"20186","STARD7"
"20187","STARD8"
"20188","STARD9"
"20189","STAT1"
"20190","STAT2"
"20191","STAT3"
"20192","STAT4"
"20193","STAT5A"
"20194","STAT5B"
"20195","STAT6"
"20196","STATH"
"20197","STAU1"
"20198","STAU2"
"20199","STBD1"
"20200","STC1"
"20201","STC2"
"20202","STEAP1"
"20203","STEAP2"
"20204","STEAP3"
"20205","STEAP4"
"20206","STGC3"
"20207","STH"
"20208","STIL"
"20209","STIM1"
"20210","STIM2"
"20211","STIP1"
"20212","STK10"
"20213","STK11"
"20214","STK11IP"
"20215","STK16"
"20216","STK17A"
"20217","STK17B"
"20218","STK19"
"20219","STK24"
"20220","STK25"
"20221","STK3"
"20222","STK31"
"20223","STK32A"
"20224","STK32B"
"20225","STK32C"
"20226","STK33"
"20227","STK35"
"20228","STK36"
"20229","STK38"
"20230","STK38L"
"20231","STK39"
"20232","STK4"
"20233","STK40"
"20234","STL"
"20235","STMN1"
"20236","STMN2"
"20237","STMN3"
"20238","STMN4"
"20239","STOM"
"20240","STOML1"
"20241","STOML2"
"20242","STOML3"
"20243","STON1"
"20244","STON1-GTF2A1L"
"20245","STON2"
"20246","STOX1"
"20247","STOX2"
"20248","STRA13"
"20249","STRA6"
"20250","STRA8"
"20251","STRADA"
"20252","STRADB"
"20253","STRAP"
"20254","STRBP"
"20255","STRC"
"20256","STRN"
"20257","STRN3"
"20258","STRN4"
"20259","STS"
"20260","STT3A"
"20261","STT3B"
"20262","STUB1"
"20263","STX10"
"20264","STX11"
"20265","STX12"
"20266","STX16"
"20267","STX17"
"20268","STX18"
"20269","STX19"
"20270","STX1A"
"20271","STX1B"
"20272","STX2"
"20273","STX3"
"20274","STX4"
"20275","STX5"
"20276","STX6"
"20277","STX7"
"20278","STX8"
"20279","STXBP1"
"20280","STXBP2"
"20281","STXBP3"
"20282","STXBP4"
"20283","STXBP5"
"20284","STXBP5L"
"20285","STXBP6"
"20286","STYK1"
"20287","STYX"
"20288","STYXL1"
"20289","SUB1"
"20290","SUCLA2"
"20291","SUCLG1"
"20292","SUCLG2"
"20293","SUCNR1"
"20294","SUDS3"
"20295","SUFU"
"20296","SUGP1"
"20297","SUGP2"
"20298","SUGT1"
"20299","SUGT1P1"
"20300","SUGT1P3"
"20301","SULF1"
"20302","SULF2"
"20303","SULT1A1"
"20304","SULT1A2"
"20305","SULT1A3"
"20306","SULT1B1"
"20307","SULT1C2"
"20308","SULT1C2P1"
"20309","SULT1C3"
"20310","SULT1C4"
"20311","SULT1E1"
"20312","SULT2A1"
"20313","SULT2B1"
"20314","SULT4A1"
"20315","SULT6B1"
"20316","SUMF1"
"20317","SUMF2"
"20318","SUMO1"
"20319","SUMO1P1"
"20320","SUMO1P3"
"20321","SUMO2"
"20322","SUMO3"
"20323","SUMO4"
"20324","SUN1"
"20325","SUN2"
"20326","SUN3"
"20327","SUN5"
"20328","SUOX"
"20329","SUPT16H"
"20330","SUPT3H"
"20331","SUPT4H1"
"20332","SUPT5H"
"20333","SUPT6H"
"20334","SUPT7L"
"20335","SUPV3L1"
"20336","SURF1"
"20337","SURF2"
"20338","SURF4"
"20339","SURF6"
"20340","SUSD1"
"20341","SUSD2"
"20342","SUSD3"
"20343","SUSD4"
"20344","SUSD5"
"20345","SUV39H1"
"20346","SUV39H2"
"20347","SUV420H1"
"20348","SUV420H2"
"20349","SUZ12"
"20350","SUZ12P"
"20351","SV2A"
"20352","SV2B"
"20353","SV2C"
"20354","SVEP1"
"20355","SVIL"
"20356","SVIP"
"20357","SVOP"
"20358","SVOPL"
"20359","SWAP70"
"20360","SYAP1"
"20361","SYBU"
"20362","SYCE1"
"20363","SYCE1L"
"20364","SYCE2"
"20365","SYCN"
"20366","SYCP1"
"20367","SYCP2"
"20368","SYCP2L"
"20369","SYCP3"
"20370","SYDE1"
"20371","SYDE2"
"20372","SYF2"
"20373","SYK"
"20374","SYMPK"
"20375","SYN1"
"20376","SYN2"
"20377","SYN3"
"20378","SYNC"
"20379","SYNCRIP"
"20380","SYNE1"
"20381","SYNE2"
"20382","SYNGAP1"
"20383","SYNGR1"
"20384","SYNGR2"
"20385","SYNGR3"
"20386","SYNGR4"
"20387","SYNJ1"
"20388","SYNJ2"
"20389","SYNJ2BP"
"20390","SYNM"
"20391","SYNPO"
"20392","SYNPO2"
"20393","SYNPO2L"
"20394","SYNPR"
"20395","SYNRG"
"20396","SYP"
"20397","SYPL1"
"20398","SYPL2"
"20399","SYS1"
"20400","SYT1"
"20401","SYT10"
"20402","SYT11"
"20403","SYT12"
"20404","SYT13"
"20405","SYT14"
"20406","SYT14L"
"20407","SYT15"
"20408","SYT16"
"20409","SYT17"
"20410","SYT2"
"20411","SYT3"
"20412","SYT4"
"20413","SYT5"
"20414","SYT6"
"20415","SYT7"
"20416","SYT8"
"20417","SYT9"
"20418","SYTL1"
"20419","SYTL2"
"20420","SYTL3"
"20421","SYTL4"
"20422","SYTL5"
"20423","SYVN1"
"20424","T"
"20425","T1560"
"20426","TAAR1"
"20427","TAAR2"
"20428","TAAR3"
"20429","TAAR5"
"20430","TAAR6"
"20431","TAAR8"
"20432","TAAR9"
"20433","TAB1"
"20434","TAB2"
"20435","TAB3"
"20436","TAC1"
"20437","TAC3"
"20438","TAC4"
"20439","TACC1"
"20440","TACC2"
"20441","TACC3"
"20442","TACO1"
"20443","TACR1"
"20444","TACR2"
"20445","TACR3"
"20446","TACSTD2"
"20447","TADA1"
"20448","TADA2A"
"20449","TADA2B"
"20450","TADA3"
"20451","TAF1"
"20452","TAF10"
"20453","TAF11"
"20454","TAF12"
"20455","TAF13"
"20456","TAF15"
"20457","TAF1A"
"20458","TAF1B"
"20459","TAF1C"
"20460","TAF1D"
"20461","TAF1L"
"20462","TAF2"
"20463","TAF3"
"20464","TAF4"
"20465","TAF4B"
"20466","TAF5"
"20467","TAF5L"
"20468","TAF6"
"20469","TAF6L"
"20470","TAF7"
"20471","TAF7L"
"20472","TAF8"
"20473","TAF9"
"20474","TAF9B"
"20475","TAG"
"20476","TAGAP"
"20477","TAGLN"
"20478","TAGLN2"
"20479","TAGLN3"
"20480","TAL1"
"20481","TAL2"
"20482","TALDO1"
"20483","TANC1"
"20484","TANC2"
"20485","TANK"
"20486","TAOK1"
"20487","TAOK2"
"20488","TAOK3"
"20489","TAP1"
"20490","TAP2"
"20491","TAPBP"
"20492","TAPBPL"
"20493","TAPT1"
"20494","TARBP1"
"20495","TARBP2"
"20496","TARDBP"
"20497","TARP"
"20498","TARS"
"20499","TARS2"
"20500","TARSL2"
"20501","TAS1R1"
"20502","TAS1R2"
"20503","TAS1R3"
"20504","TAS2R1"
"20505","TAS2R10"
"20506","TAS2R13"
"20507","TAS2R14"
"20508","TAS2R16"
"20509","TAS2R19"
"20510","TAS2R20"
"20511","TAS2R3"
"20512","TAS2R30"
"20513","TAS2R31"
"20514","TAS2R38"
"20515","TAS2R39"
"20516","TAS2R4"
"20517","TAS2R40"
"20518","TAS2R41"
"20519","TAS2R42"
"20520","TAS2R43"
"20521","TAS2R46"
"20522","TAS2R5"
"20523","TAS2R50"
"20524","TAS2R60"
"20525","TAS2R7"
"20526","TAS2R8"
"20527","TAS2R9"
"20528","TASP1"
"20529","TAT"
"20530","TATDN1"
"20531","TATDN2"
"20532","TATDN3"
"20533","TAX1BP1"
"20534","TAX1BP3"
"20535","TAZ"
"20536","TBC1D1"
"20537","TBC1D10A"
"20538","TBC1D10B"
"20539","TBC1D10C"
"20540","TBC1D12"
"20541","TBC1D13"
"20542","TBC1D14"
"20543","TBC1D15"
"20544","TBC1D16"
"20545","TBC1D17"
"20546","TBC1D19"
"20547","TBC1D2"
"20548","TBC1D20"
"20549","TBC1D21"
"20550","TBC1D22A"
"20551","TBC1D22B"
"20552","TBC1D23"
"20553","TBC1D24"
"20554","TBC1D25"
"20555","TBC1D26"
"20556","TBC1D27"
"20557","TBC1D28"
"20558","TBC1D29"
"20559","TBC1D2B"
"20560","TBC1D3"
"20561","TBC1D30"
"20562","TBC1D3B"
"20563","TBC1D3C"
"20564","TBC1D3F"
"20565","TBC1D3P2"
"20566","TBC1D4"
"20567","TBC1D5"
"20568","TBC1D7"
"20569","TBC1D8"
"20570","TBC1D8B"
"20571","TBC1D9"
"20572","TBC1D9B"
"20573","TBCA"
"20574","TBCB"
"20575","TBCC"
"20576","TBCCD1"
"20577","TBCD"
"20578","TBCE"
"20579","TBCEL"
"20580","TBCK"
"20581","TBK1"
"20582","TBKBP1"
"20583","TBL1X"
"20584","TBL1XR1"
"20585","TBL1Y"
"20586","TBL2"
"20587","TBL3"
"20588","TBP"
"20589","TBPL1"
"20590","TBPL2"
"20591","TBR1"
"20592","TBRG1"
"20593","TBRG4"
"20594","TBX1"
"20595","TBX10"
"20596","TBX18"
"20597","TBX19"
"20598","TBX2"
"20599","TBX20"
"20600","TBX21"
"20601","TBX22"
"20602","TBX3"
"20603","TBX4"
"20604","TBX5"
"20605","TBX6"
"20606","TBXA2R"
"20607","TBXAS1"
"20608","TC2N"
"20609","TCAM1P"
"20610","TCAP"
"20611","TCEA1"
"20612","TCEA2"
"20613","TCEA3"
"20614","TCEAL1"
"20615","TCEAL2"
"20616","TCEAL3"
"20617","TCEAL4"
"20618","TCEAL5"
"20619","TCEAL6"
"20620","TCEAL7"
"20621","TCEAL8"
"20622","TCEANC"
"20623","TCEB1"
"20624","TCEB2"
"20625","TCEB3"
"20626","TCEB3B"
"20627","TCEB3C"
"20628","TCERG1"
"20629","TCERG1L"
"20630","TCF12"
"20631","TCF15"
"20632","TCF19"
"20633","TCF20"
"20634","TCF21"
"20635","TCF23"
"20636","TCF24"
"20637","TCF25"
"20638","TCF3"
"20639","TCF4"
"20640","TCF7"
"20641","TCF7L1"
"20642","TCF7L2"
"20643","TCFL5"
"20644","TCHH"
"20645","TCHHL1"
"20646","TCHP"
"20647","TCIRG1"
"20648","TCL1A"
"20649","TCL1B"
"20650","TCL6"
"20651","TCN1"
"20652","TCN2"
"20653","TCOF1"
"20654","TCP1"
"20655","TCP10"
"20656","TCP10L"
"20657","TCP11"
"20658","TCP11L1"
"20659","TCP11L2"
"20660","TCTA"
"20661","TCTE1"
"20662","TCTE3"
"20663","TCTEX1D1"
"20664","TCTEX1D2"
"20665","TCTEX1D4"
"20666","TCTN1"
"20667","TCTN2"
"20668","TCTN3"
"20669","TDG"
"20670","TDGF1"
"20671","TDGF3"
"20672","TDH"
"20673","TDO2"
"20674","TDP1"
"20675","TDP2"
"20676","TDRD1"
"20677","TDRD10"
"20678","TDRD12"
"20679","TDRD3"
"20680","TDRD5"
"20681","TDRD6"
"20682","TDRD7"
"20683","TDRD9"
"20684","TDRG1"
"20685","TDRKH"
"20686","TEAD1"
"20687","TEAD2"
"20688","TEAD3"
"20689","TEAD4"
"20690","TEC"
"20691","TECPR1"
"20692","TECPR2"
"20693","TECR"
"20694","TECRL"
"20695","TECTA"
"20696","TECTB"
"20697","TEDDM1"
"20698","TEF"
"20699","TEK"
"20700","TEKT1"
"20701","TEKT2"
"20702","TEKT3"
"20703","TEKT4"
"20704","TEKT5"
"20705","TELO2"
"20706","TENC1"
"20707","TEP1"
"20708","TEPP"
"20709","TERF1"
"20710","TERF1P2"
"20711","TERF2"
"20712","TERF2IP"
"20713","TERT"
"20714","TES"
"20715","TESC"
"20716","TESK1"
"20717","TESK2"
"20718","TET1"
"20719","TET2"
"20720","TET3"
"20721","TEX10"
"20722","TEX101"
"20723","TEX11"
"20724","TEX12"
"20725","TEX13A"
"20726","TEX13B"
"20727","TEX14"
"20728","TEX15"
"20729","TEX19"
"20730","TEX2"
"20731","TEX21P"
"20732","TEX261"
"20733","TEX264"
"20734","TEX28"
"20735","TEX9"
"20736","TF"
"20737","TFAM"
"20738","TFAMP1"
"20739","TFAP2A"
"20740","TFAP2B"
"20741","TFAP2C"
"20742","TFAP2D"
"20743","TFAP2E"
"20744","TFAP4"
"20745","TFB1M"
"20746","TFB2M"
"20747","TFCP2"
"20748","TFCP2L1"
"20749","TFDP1"
"20750","TFDP2"
"20751","TFDP3"
"20752","TFE3"
"20753","TFEB"
"20754","TFEC"
"20755","TFF1"
"20756","TFF2"
"20757","TFF3"
"20758","TFG"
"20759","TFIP11"
"20760","TFPI"
"20761","TFPI2"
"20762","TFPT"
"20763","TFR2"
"20764","TFRC"
"20765","TG"
"20766","TGDS"
"20767","TGFA"
"20768","TGFB1"
"20769","TGFB1I1"
"20770","TGFB2"
"20771","TGFB3"
"20772","TGFBI"
"20773","TGFBR1"
"20774","TGFBR2"
"20775","TGFBR3"
"20776","TGFBRAP1"
"20777","TGIF1"
"20778","TGIF2"
"20779","TGIF2LX"
"20780","TGIF2LY"
"20781","TGM1"
"20782","TGM2"
"20783","TGM3"
"20784","TGM4"
"20785","TGM5"
"20786","TGM6"
"20787","TGM7"
"20788","TGOLN2"
"20789","TGS1"
"20790","TH"
"20791","TH1L"
"20792","THADA"
"20793","THAP1"
"20794","THAP10"
"20795","THAP11"
"20796","THAP2"
"20797","THAP3"
"20798","THAP4"
"20799","THAP5"
"20800","THAP6"
"20801","THAP7"
"20802","THAP8"
"20803","THAP9"
"20804","THBD"
"20805","THBS1"
"20806","THBS2"
"20807","THBS3"
"20808","THBS4"
"20809","THEG"
"20810","THEM4"
"20811","THEM5"
"20812","THEMIS"
"20813","THG1L"
"20814","THNSL1"
"20815","THNSL2"
"20816","THOC1"
"20817","THOC2"
"20818","THOC3"
"20819","THOC4"
"20820","THOC5"
"20821","THOC6"
"20822","THOC7"
"20823","THOP1"
"20824","THPO"
"20825","THRA"
"20826","THRAP3"
"20827","THRB"
"20828","THRSP"
"20829","THSD1"
"20830","THSD1P1"
"20831","THSD4"
"20832","THSD7A"
"20833","THSD7B"
"20834","THTPA"
"20835","THUMPD1"
"20836","THUMPD2"
"20837","THUMPD3"
"20838","THY1"
"20839","THYN1"
"20840","TIA1"
"20841","TIAF1"
"20842","TIAL1"
"20843","TIAM1"
"20844","TIAM2"
"20845","TICAM1"
"20846","TICAM2"
"20847","TIE1"
"20848","TIFA"
"20849","TIFAB"
"20850","TIGD1"
"20851","TIGD1L"
"20852","TIGD2"
"20853","TIGD3"
"20854","TIGD4"
"20855","TIGD5"
"20856","TIGD6"
"20857","TIGD7"
"20858","TIGIT"
"20859","TIMD4"
"20860","TIMELESS"
"20861","TIMM10"
"20862","TIMM13"
"20863","TIMM17A"
"20864","TIMM17B"
"20865","TIMM22"
"20866","TIMM23"
"20867","TIMM23B"
"20868","TIMM44"
"20869","TIMM50"
"20870","TIMM8A"
"20871","TIMM8B"
"20872","TIMM9"
"20873","TIMP1"
"20874","TIMP2"
"20875","TIMP3"
"20876","TIMP4"
"20877","TINAG"
"20878","TINAGL1"
"20879","TINF2"
"20880","TIPARP"
"20881","TIPIN"
"20882","TIPRL"
"20883","TIRAP"
"20884","TJAP1"
"20885","TJP1"
"20886","TJP2"
"20887","TJP3"
"20888","TK1"
"20889","TK2"
"20890","TKT"
"20891","TKTL1"
"20892","TKTL2"
"20893","TLCD1"
"20894","TLCD2"
"20895","TLE1"
"20896","TLE2"
"20897","TLE3"
"20898","TLE4"
"20899","TLE6"
"20900","TLK1"
"20901","TLK2"
"20902","TLL1"
"20903","TLL2"
"20904","TLN1"
"20905","TLN2"
"20906","TLR1"
"20907","TLR10"
"20908","TLR2"
"20909","TLR3"
"20910","TLR4"
"20911","TLR5"
"20912","TLR6"
"20913","TLR7"
"20914","TLR8"
"20915","TLR9"
"20916","TLX1"
"20917","TLX1NB"
"20918","TLX2"
"20919","TLX3"
"20920","TM2D1"
"20921","TM2D2"
"20922","TM2D3"
"20923","TM4SF1"
"20924","TM4SF18"
"20925","TM4SF19"
"20926","TM4SF20"
"20927","TM4SF4"
"20928","TM4SF5"
"20929","TM6SF1"
"20930","TM6SF2"
"20931","TM7SF2"
"20932","TM7SF3"
"20933","TM7SF4"
"20934","TM9SF1"
"20935","TM9SF2"
"20936","TM9SF3"
"20937","TM9SF4"
"20938","TMBIM1"
"20939","TMBIM4"
"20940","TMBIM6"
"20941","TMC1"
"20942","TMC2"
"20943","TMC3"
"20944","TMC4"
"20945","TMC5"
"20946","TMC6"
"20947","TMC7"
"20948","TMC8"
"20949","TMCC1"
"20950","TMCC2"
"20951","TMCC3"
"20952","TMCO1"
"20953","TMCO2"
"20954","TMCO3"
"20955","TMCO4"
"20956","TMCO5A"
"20957","TMCO5B"
"20958","TMCO6"
"20959","TMCO7"
"20960","TMED1"
"20961","TMED10"
"20962","TMED10P1"
"20963","TMED11P"
"20964","TMED2"
"20965","TMED3"
"20966","TMED4"
"20967","TMED5"
"20968","TMED6"
"20969","TMED7"
"20970","TMED8"
"20971","TMED9"
"20972","TMEFF1"
"20973","TMEFF2"
"20974","TMEM100"
"20975","TMEM101"
"20976","TMEM102"
"20977","TMEM104"
"20978","TMEM105"
"20979","TMEM106A"
"20980","TMEM106B"
"20981","TMEM106C"
"20982","TMEM107"
"20983","TMEM108"
"20984","TMEM109"
"20985","TMEM11"
"20986","TMEM110"
"20987","TMEM111"
"20988","TMEM114"
"20989","TMEM115"
"20990","TMEM116"
"20991","TMEM117"
"20992","TMEM119"
"20993","TMEM120A"
"20994","TMEM120B"
"20995","TMEM121"
"20996","TMEM123"
"20997","TMEM125"
"20998","TMEM126A"
"20999","TMEM126B"
"21000","TMEM127"
"21001","TMEM128"
"21002","TMEM129"
"21003","TMEM130"
"21004","TMEM131"
"21005","TMEM132A"
"21006","TMEM132B"
"21007","TMEM132C"
"21008","TMEM132D"
"21009","TMEM132E"
"21010","TMEM133"
"21011","TMEM134"
"21012","TMEM135"
"21013","TMEM136"
"21014","TMEM138"
"21015","TMEM139"
"21016","TMEM140"
"21017","TMEM141"
"21018","TMEM143"
"21019","TMEM144"
"21020","TMEM145"
"21021","TMEM146"
"21022","TMEM147"
"21023","TMEM148"
"21024","TMEM149"
"21025","TMEM14A"
"21026","TMEM14B"
"21027","TMEM14C"
"21028","TMEM14E"
"21029","TMEM150A"
"21030","TMEM150B"
"21031","TMEM150C"
"21032","TMEM151A"
"21033","TMEM151B"
"21034","TMEM154"
"21035","TMEM155"
"21036","TMEM156"
"21037","TMEM158"
"21038","TMEM159"
"21039","TMEM160"
"21040","TMEM161A"
"21041","TMEM161B"
"21042","TMEM163"
"21043","TMEM164"
"21044","TMEM165"
"21045","TMEM167A"
"21046","TMEM167B"
"21047","TMEM168"
"21048","TMEM169"
"21049","TMEM17"
"21050","TMEM170A"
"21051","TMEM170B"
"21052","TMEM171"
"21053","TMEM173"
"21054","TMEM174"
"21055","TMEM175"
"21056","TMEM176A"
"21057","TMEM176B"
"21058","TMEM177"
"21059","TMEM178"
"21060","TMEM179"
"21061","TMEM179B"
"21062","TMEM18"
"21063","TMEM180"
"21064","TMEM181"
"21065","TMEM182"
"21066","TMEM183A"
"21067","TMEM183B"
"21068","TMEM184A"
"21069","TMEM184B"
"21070","TMEM184C"
"21071","TMEM185A"
"21072","TMEM185B"
"21073","TMEM186"
"21074","TMEM187"
"21075","TMEM188"
"21076","TMEM189"
"21077","TMEM19"
"21078","TMEM190"
"21079","TMEM191A"
"21080","TMEM191B"
"21081","TMEM191C"
"21082","TMEM192"
"21083","TMEM194A"
"21084","TMEM194B"
"21085","TMEM195"
"21086","TMEM196"
"21087","TMEM198"
"21088","TMEM199"
"21089","TMEM2"
"21090","TMEM20"
"21091","TMEM200A"
"21092","TMEM200B"
"21093","TMEM200C"
"21094","TMEM201"
"21095","TMEM202"
"21096","TMEM203"
"21097","TMEM204"
"21098","TMEM205"
"21099","TMEM206"
"21100","TMEM207"
"21101","TMEM208"
"21102","TMEM209"
"21103","TMEM211"
"21104","TMEM212"
"21105","TMEM213"
"21106","TMEM214"
"21107","TMEM215"
"21108","TMEM216"
"21109","TMEM217"
"21110","TMEM218"
"21111","TMEM219"
"21112","TMEM22"
"21113","TMEM220"
"21114","TMEM221"
"21115","TMEM222"
"21116","TMEM223"
"21117","TMEM225"
"21118","TMEM229A"
"21119","TMEM229B"
"21120","TMEM231"
"21121","TMEM232"
"21122","TMEM233"
"21123","TMEM25"
"21124","TMEM26"
"21125","TMEM27"
"21126","TMEM30A"
"21127","TMEM30B"
"21128","TMEM30C"
"21129","TMEM31"
"21130","TMEM33"
"21131","TMEM35"
"21132","TMEM37"
"21133","TMEM38A"
"21134","TMEM38B"
"21135","TMEM39A"
"21136","TMEM39B"
"21137","TMEM40"
"21138","TMEM41A"
"21139","TMEM41B"
"21140","TMEM42"
"21141","TMEM43"
"21142","TMEM44"
"21143","TMEM45A"
"21144","TMEM45B"
"21145","TMEM47"
"21146","TMEM48"
"21147","TMEM49"
"21148","TMEM5"
"21149","TMEM50A"
"21150","TMEM50B"
"21151","TMEM51"
"21152","TMEM52"
"21153","TMEM53"
"21154","TMEM54"
"21155","TMEM55A"
"21156","TMEM55B"
"21157","TMEM56"
"21158","TMEM57"
"21159","TMEM59"
"21160","TMEM59L"
"21161","TMEM60"
"21162","TMEM61"
"21163","TMEM62"
"21164","TMEM63A"
"21165","TMEM63B"
"21166","TMEM63C"
"21167","TMEM64"
"21168","TMEM65"
"21169","TMEM66"
"21170","TMEM67"
"21171","TMEM68"
"21172","TMEM69"
"21173","TMEM70"
"21174","TMEM71"
"21175","TMEM72"
"21176","TMEM74"
"21177","TMEM78"
"21178","TMEM79"
"21179","TMEM80"
"21180","TMEM81"
"21181","TMEM82"
"21182","TMEM85"
"21183","TMEM86A"
"21184","TMEM86B"
"21185","TMEM87A"
"21186","TMEM87B"
"21187","TMEM88"
"21188","TMEM88B"
"21189","TMEM89"
"21190","TMEM8A"
"21191","TMEM8B"
"21192","TMEM8C"
"21193","TMEM9"
"21194","TMEM90A"
"21195","TMEM90B"
"21196","TMEM91"
"21197","TMEM92"
"21198","TMEM93"
"21199","TMEM95"
"21200","TMEM97"
"21201","TMEM98"
